,SalePrice
175,175788.61616414133
176,199755.21362012986
177,201672.36939137246
178,174620.73360236295
179,262531.4037971681
180,177330.8154103535
181,233306.11215593445
182,219863.6879619408
183,213022.93962581176
184,187113.66889880947
185,155821.6779979257
186,158745.56973214285
187,141220.56818019485
188,137469.64938293648
189,123655.72848665217
190,125591.37065782821
191,92896.84007936508
192,94880.87123015875
193,160812.3665406745
194,141117.84410624104
195,151082.4879464286
196,161337.52459803384
197,151340.58459325403
198,118046.26689285714
199,148797.7195524892
200,434151.73820120835
201,356880.9186649531
202,388445.7588690061
203,436876.22976646305
204,320008.1327987915
205,323625.1906617063
206,367505.0876491701
207,323660.06970346323
208,284381.36080230883
209,350922.52872605884
210,263678.00470274163
211,433868.41764619446
212,299800.29891170637
213,240722.5800468975
214,197729.49972514986
215,198360.35077362915
216,211985.6836129149
217,423208.4520866705
218,397438.8465878429
219,322359.3145310246
220,248703.0208809525
221,314938.92585200217
222,187747.34846996746
223,173715.30311462845
224,173914.16771194086
225,173558.33126902964
226,167032.03489736663
227,186463.5836396104
228,185370.54889880962
229,181991.62727317814
230,170898.43206430372
231,250619.68190061327
232,166021.51210797546
233,181266.84087301587
234,170103.2301417749
235,286792.94679333846
236,168383.67365367964
237,333271.2726297797
238,344845.0523118686
239,242500.64972276325
240,264231.28481092514
241,260465.81688086226
242,257218.88528066385
243,272849.1660796358
244,216545.4939001623
245,422838.93059307383
246,230625.43009226193
247,223784.04216567453
248,240734.47797501815
249,215651.96841558444
250,261772.45658134925
251,261407.52684045822
252,279752.2547968976
253,216139.7445071248
254,204860.45374188322
255,180353.77251289683
256,160643.64903796907
257,137028.22424911894
258,204302.84259938673
259,234669.50269597772
260,155422.1530846167
261,132859.81291596594
262,166369.4064274891
263,230318.00032690223
264,232376.24231782107
265,201186.00628787873
266,188079.53537518036
267,181929.6048501081
268,163922.5359761904
269,175924.79581583705
270,131148.51440214648
271,124680.5633170995
272,115259.53686652235
273,125884.5727921177
274,132491.34044237007
275,118235.5318704906
276,301464.80151668465
277,209035.366515873
278,314214.7408987193
279,267115.40366062406
280,188942.7101160714
281,172649.31584713206
282,169401.16012373738
283,264574.16963717534
284,209901.21276028125
285,181843.38044065647
286,201139.0803670634
287,235752.01376920982
288,164160.32680871215
289,142140.90497440056
290,224013.16920030653
291,115958.95748079005
292,155484.5598225455
293,188944.81575820714
294,162418.61714015153
295,127489.48407124817
296,115529.73840422079
297,154854.10904090357
298,162882.34215873014
299,169887.55956818178
300,160586.90579563493
301,184463.69246626983
302,172570.93690891055
303,119929.12467515816
304,161239.84533005193
305,165601.66040674606
306,218070.5435129869
307,134995.11853670637
308,156892.24418560602
309,136867.0476294192
310,133007.3065972222
311,131874.1422732683
312,145772.27126678877
313,165589.61617974384
314,130912.05596139976
315,124324.94115204236
316,104603.52601100286
317,126936.25319715013
318,120070.10219749695
319,167555.71872384558
320,126537.256046627
321,106785.68833721142
322,143397.56687301592
323,105327.23397005773
324,124734.3508382937
325,190231.50604761898
326,149656.32956403316
327,70460.0880952381
328,95524.24776569263
329,105680.95700396824
330,209947.13486309527
331,146991.8289946026
332,146843.7477678572
333,136878.68471816377
334,136121.40822059885
335,125125.04296123316
336,111188.03356962484
337,129675.08913717537
338,103990.6549684343
339,125973.39991504332
340,136888.03157341265
341,143954.59465250722
342,151823.8870663781
343,143140.19837301585
344,133122.155181277
345,116396.31603373011
346,131257.43497646105
347,126257.42043614722
348,126367.56774368692
349,155652.71697705073
350,119770.68838933988
351,108527.19983585858
352,120633.84970382397
353,101796.1266576479
354,77975.99634108944
355,97371.1252521645
356,153229.11181295087
357,151553.4329957612
358,123201.47489862911
359,87731.11881764067
360,120091.12767550506
361,162524.98470878426
362,76090.59630862196
363,132000.82370815295
364,139294.9868159272
365,105002.05246987726
366,117470.37609126985
367,137212.99920328287
368,129785.21630939886
369,141534.72536760464
370,145215.01935173164
371,135560.69811174236
372,151816.49258225108
373,126683.74917063484
374,137872.62131764062
375,129739.98810813502
376,97813.01348304481
377,129871.59693777055
378,94025.76989267673
379,164181.38222222225
380,142906.46414285715
381,104807.68325763124
382,143644.78571969699
383,137877.1904837662
384,149536.88460569995
385,155052.69006042564
386,182410.41278228714
387,72172.68247655123
388,124956.26447725887
389,127956.36671626991
390,158524.60345634923
391,129690.07306890331
392,136462.38586417746
393,153771.75657251087
394,170163.82496708157
395,217053.61550279587
396,178939.08172961767
397,161405.11833865446
398,128139.16869029588
399,169592.76080023448
400,129128.0227498197
401,317340.88177191553
402,312054.2290328282
403,312513.4790328282
404,318276.1460523088
405,317003.2951776695
406,244832.46252317828
407,298409.7064261364
408,203545.8933407704
409,217565.5981507936
410,256044.9224533729
411,175472.77618326116
412,227037.10189484135
413,134036.9888343254
414,198829.067896645
415,201203.94171726189
416,205428.40880212843
417,216721.89057485564
418,134575.7278237735
419,135533.3078571428
420,249204.1503051948
421,245546.26522718268
422,203963.3005111832
423,219078.59390124463
424,214090.31957647912
425,272234.3850437411
426,215118.63910461758
427,252295.45375928926
428,167907.94971013704
429,138241.50212644995
430,145905.06668704905
431,116346.03571410535
432,130343.08673971862
433,132229.7952554112
434,149941.1992875181
435,122249.2904407607
436,124424.99484317769
437,111282.36370851373
438,138291.84213970054
439,120422.97836248469
440,174902.19526749634
441,136269.4358869602
442,185917.23146275245
443,135107.4574175824
444,172687.78984442633
445,153833.41046365447
446,200537.00873917755
447,125099.36722330443
448,141132.4738668831
449,130987.85164134472
450,199829.5312023809
451,290890.7155016236
452,161757.93770373377
453,81545.31734307358
454,302236.6297574855
455,85365.27982683983
456,243936.43971744232
457,129679.89556845237
458,159371.9865553752
459,206635.01495066748
460,395275.5788222891
461,314409.23784654925
462,214775.48680609654
463,220332.81644570705
464,218236.8797811146
465,382607.5860460443
466,136686.2859325397
467,155097.81206349202
468,114793.32499152242
469,134751.3675909091
470,151777.10862590195
471,151169.76021094876
472,173241.48190895905
473,177014.6449850289
474,179877.4671231963
475,180672.23511408732
476,180287.91241206706
477,199260.47712382764
478,258421.18563708512
479,183816.0457075216
480,179930.5079910714
481,198263.4271572872
482,189225.57871843432
483,335563.74321347394
484,355920.5688110572
485,170644.54526839827
486,294591.74688690464
487,175540.1104987373
488,241996.4694149531
489,167039.61456048803
490,256281.13807305205
491,216362.5719474205
492,171846.72507738092
493,189546.18500703457
494,131436.2628730158
495,281973.6758789684
496,166228.07356608682
497,293834.9701003372
498,165887.72507485564
499,121208.17927489177
500,124780.10902380948
501,91311.35342667747
502,96295.0216986833
503,112521.32006439393
504,143516.41901731593
505,140025.89337887807
506,281498.39647335303
507,414063.319639881
508,379419.6388962428
509,406598.7673996211
510,402321.6682642495
511,339900.69394751085
512,260744.48426875897
513,320722.5737242065
514,420359.6354682541
515,263028.11879103543
516,375464.68390178564
517,369493.83726975106
518,327809.6168464106
519,196191.32807638892
520,324965.00372628064
521,209478.27221982885
522,204400.92476843993
523,169446.41555871203
524,216719.88943747221
525,223747.43049275724
526,177111.58206565664
527,179374.52798881673
528,197600.46864709604
529,218213.95693253967
530,214155.73660714287
531,207670.23595436505
532,174343.98277480167
533,228861.99887220413
534,180671.89755591628
535,257972.02376258466
536,309125.53686029935
537,341571.64111985936
538,261771.3870327382
539,296514.3873055558
540,270660.1563001443
541,269536.5218660714
542,250826.24732178927
543,258077.05752867978
544,219923.20721960676
545,217888.05047222218
546,251884.9664136004
547,194067.95072438678
548,204884.57433170994
549,190140.10610398627
550,145692.68351515153
551,177379.71788410898
552,183184.46483928565
553,192926.40699855707
554,193998.44262545093
555,210583.19484244243
556,199702.0180812591
557,127456.11190468556
558,128493.32789718617
559,112966.7526315836
560,113435.0192893218
561,168214.96743242865
562,165956.0473088022
563,262390.53595517686
564,312658.39634523826
565,178006.8866916487
566,151659.46827562017
567,159142.7827364927
568,175744.15908333327
569,259569.7279495854
570,196019.81532151878
571,236609.21552958165
572,249220.8636712664
573,162666.18524359667
574,206250.6194809703
575,178422.57841666669
576,177769.06835714285
577,265944.4339241524
578,186621.81955555562
579,297962.17519444437
580,249357.57304464295
581,199212.00220544732
582,154501.14350400295
583,175866.56821365445
584,191415.89674134195
585,146777.78972399124
586,151865.66864637448
587,137358.5016819985
588,143741.61337866297
589,166325.6336454725
590,108141.35934884558
591,138646.93177308797
592,142647.57938816742
593,92591.82073115073
594,158320.20630032453
595,138155.6727463925
596,124517.65459956712
597,222106.03183143956
598,145738.85700091568
599,157233.9289139749
600,167003.7607129329
601,129822.14438988101
602,112760.14288445582
603,135659.2467034632
604,115016.10319444445
605,187633.3508095238
606,139451.47838167378
607,167710.5627539682
608,88017.94282287158
609,110938.22880339106
610,104866.33986634195
611,152306.1273764013
612,136322.98399278498
613,159276.87621311325
614,144293.82809379508
615,117418.7209232504
616,142200.94451569262
617,127847.82539682541
618,122126.07184875544
619,120715.4108537297
620,115614.1304638348
621,146004.15067983395
622,138339.63639691554
623,108472.86116188676
624,134781.87150297622
625,132440.3699318182
626,127900.9987103175
627,110128.78096536793
628,93232.54181998553
629,136034.1932106782
630,134522.04824891777
631,140677.89247673156
632,145672.44345616884
633,107393.23053932175
634,154968.29577308797
635,82115.62148219837
636,94039.02921428572
637,148139.2038850593
638,76087.08815836941
639,145007.48270716096
640,147033.6951590007
641,129769.5812956349
642,108320.20410263348
643,149213.11240422082
644,124108.15363888888
645,101978.79161345595
646,217460.135878878
647,130627.98754960319
648,131680.49723547982
649,126903.60155753963
650,134040.66790431098
651,142499.54542316013
652,118212.5123253969
653,106990.12536363635
654,146869.77046158013
655,124251.45460191197
656,143118.3125372475
657,122203.67138591278
658,103205.1414619408
659,121566.07524179293
660,97092.10300144299
661,110920.33688365799
662,90916.64304424742
663,160186.39239935065
664,145020.13883955628
665,153437.17393506496
666,149862.7689090007
667,137215.83866044367
668,99771.69940386002
669,147751.0633889791
670,161223.21908766235
671,127518.94444444445
672,122387.39761904761
673,120951.5599888168
674,107067.22132395381
675,103833.10228468759
676,121801.19972222223
677,142556.80413780664
678,154169.59566098478
679,135965.7444097223
680,139150.6988437049
681,139158.8529369588
682,147994.35011084052
683,131105.37427038242
684,132847.27804969333
685,154870.30713654408
686,169329.20765972228
687,135969.04281944447
688,144984.25532539684
689,192787.14326424952
690,105675.35899900792
691,191328.98814520205
692,163387.5584653679
693,106258.52462301582
694,127860.14627074318
695,280153.87776433985
696,220036.14260515876
697,232279.70409154045
698,203932.00599576105
699,169278.82933820348
700,243659.75732242072
701,397654.212438312
702,352801.16705190664
703,245115.2860417568
704,175577.60795454547
705,143968.21423575038
706,222386.05508694082
707,210913.20756132764
708,189998.67779473306
709,221635.20074467896
710,150763.10517225828
711,149949.60088293656
712,169426.56432476555
713,241658.59864087292
714,251933.55588059156
715,319118.44102182536
716,258843.2253228715
717,212302.41810218256
718,142922.65521626984
719,253967.46643641763
720,196766.97894787148
721,238405.58732431446
722,205368.0645876624
723,135824.59943181823
724,137316.45876641406
725,143966.9107300686
726,152939.76735615084
727,152503.5918249459
728,281223.22209126985
729,90990.88585828064
730,94606.42435034412
731,92058.38143849204
732,104006.38796121934
733,98789.0994525613
734,116114.38024170278
735,120042.71101676102
736,117956.76753084407
737,139442.26152326833
738,165491.45375523093
739,124370.29400396826
740,132427.77870283189
741,155362.516131764
742,166614.3132726856
743,172179.39489835856
744,113828.4393590507
745,122103.48781213918
746,171816.08228517315
747,218258.79701172444
748,223177.24032539688
749,127160.0578329726
750,115951.82954545466
751,114653.10375198415
752,101576.30325829725
753,142786.67558288242
754,112532.54748575031
755,156311.48078075403
756,91900.22155934344
757,88319.19518457931
758,86139.23378751808
759,94770.94347637081
760,300215.4028951118
761,283768.81935975834
762,373939.87749900785
763,234813.81348133125
764,155726.93196446612
765,219486.48518344143
766,199787.34469516602
767,274311.0075168649
768,227822.45833847395
769,169430.37778814934
770,210194.49516648627
771,197627.76100928936
772,185489.3392778679
773,210654.14177272737
774,241851.20614357849
775,264695.07270905486
776,364743.3792202383
777,208293.67190376986
778,131511.84718779134
779,167012.36578986293
780,162045.68119246027
781,139969.87322817463
782,131818.31834857503
783,102555.77574494945
784,98948.91370436504
785,141206.35361246398
786,98190.11378174603
787,120823.06854112548
788,126617.17650631312
789,133945.33398719341
790,146599.46638825754
791,176346.20748338467
792,164951.0230082973
793,177930.43901632403
794,184804.20312500003
795,178192.40582819257
796,219066.9981024531
797,174083.65927119402
798,178972.0801636904
799,162056.88812175317
800,167821.15335037877
801,192629.68528688676
802,349970.6043942099
803,423565.8307157292
804,181158.74962890585
805,272867.2638079005
806,340775.02303670614
807,367271.96455158724
808,167859.26930817097
809,172565.3423488456
810,214049.92872519844
811,201583.29942171715
812,165487.00154960316
813,169164.50569101732
814,171839.4764980159
815,173006.43685768402
816,174798.57568371217
817,156256.86161417744
818,129504.10146482686
819,128101.27431926399
820,191346.3955142497
821,192853.41117415228
822,90871.15485028861
823,113230.35821428573
824,132128.02475559158
825,125100.23963988094
826,336945.6391957974
827,294238.25308829366
828,348655.5647704726
829,415048.75868704886
830,348138.0327470236
831,400883.1424296536
832,446464.38720297103
833,387579.06195716077
834,431200.07467992464
835,278087.86384731246
836,301549.06626966095
837,320146.1713180917
838,386239.14992063475
839,313271.67457629857
840,289352.7953126803
841,246683.3763682361
842,240505.60140025255
843,238436.35946194082
844,193021.88713005048
845,193021.88713005048
846,198636.6441287394
847,219248.7775665583
848,274870.14097222226
849,200525.2480769717
850,192212.895390422
851,188829.75003273803
852,177342.7377020202
853,175828.00317252884
854,177235.03632187945
855,211869.6682416126
856,187330.7886734308
857,178098.69514330808
858,176019.56604861122
859,183246.84224553232
860,219148.9815884463
861,172311.02591531386
862,163499.8234345238
863,171445.0585201119
864,222323.53002020187
865,168471.4201860571
866,209800.17137175324
867,215834.63971392496
868,182784.87404761906
869,177403.27495129875
870,361772.60321167036
871,359721.7851289681
872,291987.3179397545
873,272701.2423877164
874,262583.8520178572
875,296217.4221865081
876,203968.85327714653
877,248836.5588424423
878,226968.92561011904
879,390283.23060533905
880,237769.28839375888
881,219172.36075162332
882,230758.22765376978
883,233241.21950090185
884,235808.94541828998
885,206185.61004599574
886,198079.92823746402
887,220046.39251443002
888,194626.99981809154
889,283239.68868488463
890,254599.7013597584
891,263596.25794065656
892,294923.7547796717
893,130356.71808461676
894,130164.25729773
895,155724.53015882033
896,212087.08257674967
897,207119.90870634225
898,126586.00641208793
899,128325.91802940119
900,137941.07617784987
901,274561.2624991883
902,137945.07121933624
903,159368.26715900068
904,201307.85615196612
905,170138.0150459957
906,228526.57738663405
907,204700.70512572158
908,218962.20028264783
909,175628.38437500002
910,173609.8353363096
911,192220.13717902236
912,244187.4032333153
913,284067.20564493147
914,223110.63478823955
915,259214.0939556278
916,292795.2156214827
917,140797.9729844877
918,180246.9285737734
919,144003.93485678203
920,155284.36458396475
921,181465.36536706355
922,214177.88921320345
923,235375.57234145034
924,152949.141919733
925,139215.26140873012
926,136086.39376578285
927,119138.30603174595
928,133927.71009108945
929,153108.36355790042
930,135060.27399999992
931,118595.02729383117
932,155184.3201656747
933,137368.64920544735
934,194625.02247655136
935,147877.35298846985
936,207691.3788140332
937,122262.71838654403
938,70640.7433531746
939,64139.70527417027
940,118239.16036038958
941,133490.27298430735
942,140181.7317953643
943,152761.37627182537
944,160430.56656583693
945,131420.27856015516
946,126460.46283587247
947,141588.70255681817
948,139050.41803987665
949,162181.46317162694
950,123445.54593632754
951,148196.27172705764
952,131284.51859668118
953,136136.70438897907
954,141795.4887378246
955,116163.86545654335
956,126178.55997440065
957,128894.33088428932
958,140121.46171942638
959,123268.86564278079
960,148046.99239682537
961,121091.01790854968
962,133658.038281746
963,159006.11410173165
964,293078.4512770562
965,139061.56179825735
966,137256.72540503246
967,155407.68418542575
968,113690.90450928928
969,123054.977114899
970,126816.48858405484
971,135594.83095147903
972,137416.58961534983
973,139294.8605952381
974,154191.4967492923
975,110136.56112878784
976,115044.14483098847
977,123195.10746302307
978,119072.78067911252
979,116855.14345364353
980,106000.81557449493
981,112813.69627146465
982,126218.44288437946
983,133690.06642723933
984,95509.72333104389
985,134831.650440837
986,161828.237390873
987,156743.35192559529
988,112489.97229094515
989,147397.66095292204
990,129235.33828528406
991,195663.75387121204
992,109176.4486594516
993,133382.65403021287
994,114240.00809902599
995,121551.26012788602
996,121832.76777092356
997,120415.766191392
998,107279.58492514433
999,134227.95416197693
1000,117524.25372870192
1001,134845.84071807354
1002,118143.35509740253
1003,173161.6674626624
1004,127958.85870400425
1005,119520.1177539682
1006,129280.05628436146
1007,99516.36680723439
1008,102829.12811585635
1009,186445.6259632936
1010,184301.78351785717
1011,185149.62098980873
1012,123976.06202326846
1013,126801.4693871754
1014,195200.0770900973
1015,105400.13797023812
1016,131575.3040809885
1017,174471.84358008663
1018,141229.4884435009
1019,151464.18582521647
1020,135072.83751366686
1021,129876.94829365078
1022,119918.49895517675
1023,134570.93824170268
1024,126375.49944534627
1025,159076.84884448192
1026,238373.82321392492
1027,132048.0552487582
1028,152810.25680059518
1029,155762.15255050504
1030,95048.25733988229
1031,186461.41254473306
1032,149516.21596194076
1033,170780.2309424602
1034,112426.55719246034
1035,262718.89505140693
1036,135194.4774681638
1037,113629.00787671357
1038,109371.85976190484
1039,130090.3119931457
1040,133320.37790674603
1041,141927.23279446253
1042,113870.47847204182
1043,206603.66053030305
1044,214360.89517559533
1045,251551.7697360209
1046,311968.3625295814
1047,253288.97934812415
1048,227955.54852913076
1049,226009.81820247098
1050,187279.10361016073
1051,216114.15699260472
1052,218345.3794969335
1053,220262.3899420996
1054,156548.46733531746
1055,168691.82222548977
1056,131589.2389619408
1057,134865.11494633838
1058,226343.09708513704
1059,207638.4853869045
1060,196733.76115214656
1061,217931.96807945534
1062,127858.20813997116
1063,141779.7729933261
1064,148165.6922588384
1065,144166.7153304473
1066,134299.22242063496
1067,123463.94046951657
1068,132571.56784000722
1069,128778.11944534631
1070,227884.35247664145
1071,231695.26685254317
1072,203117.2670607864
1073,226556.91952958156
1074,275773.34810588026
1075,229798.16707391216
1076,196364.57546446606
1077,182112.3224226191
1078,182900.29982936505
1079,191173.45374639257
1080,177790.61757368324
1081,176669.9920906385
1082,126493.84100686813
1083,137424.9092152777
1084,142037.46378472223
1085,137589.34253138522
1086,143771.34353652602
1087,159035.11246626987
1088,168496.90953609583
1089,379828.0274850292
1090,150284.23082124823
1091,129806.7793501984
1092,92355.44346740757
1093,115718.93961417746
1094,114413.79167334054
1095,105387.44874785635
1096,117824.05472871574
1097,166942.52208432526
1098,125634.44237950936
1099,126383.80723611107
1100,107596.56266964287
1101,118963.55314069266
1102,146656.9586547619
1103,167547.5615609668
1104,130910.35509740263
1105,155076.12884677132
1106,122174.66217198774
1107,183247.09342442284
1108,188089.30948773443
1109,127219.3550551948
1110,233438.87462599203
1111,146476.39678427123
1112,200952.91584415585
1113,254395.82970418475
1114,123696.14880501438
1115,133263.09096554833
1116,157323.02841666667
1117,92348.31326190477
1118,95444.6581704545
1119,137523.97513681452
1120,139324.00656322844
1121,118806.52964971146
1122,245036.6067551408
1123,169221.10528156575
1124,218168.07920499626
1125,209086.90112698413
1126,191405.60312626258
1127,121058.95808531743
1128,142794.06425180382
1129,212982.36648908735
1130,233515.69865764785
1131,233048.66556051595
1132,248045.2119726732
1133,173052.1409097222
1134,195753.80176127353
1135,334423.3102979798
1136,212519.58939971137
1137,273255.7892781385
1138,318916.60358694085
1139,188575.494493222
1140,146853.33809613998
1141,92049.66060128067
1142,95024.69661652236
1143,87961.55851839829
1144,97967.90847727272
1145,155453.69201479087
1146,171935.23696158006
1147,221086.76738546172
1148,163042.78432900435
1149,100522.59990800866
1150,151088.25288374824
1151,150920.0077399892
1152,124530.32680699855
1153,125000.6561343795
1154,137459.05338383844
1155,138727.70365766177
1156,186314.35489880948
1157,200844.09008982673
1158,199795.73343479438
1159,180758.67952245663
1160,192068.15230564564
1161,202589.56785714283
1162,239038.63959027792
1163,318612.70768695895
1164,295189.2001368145
1165,170272.60183531736
1166,166991.66973746385
1167,389314.94797059847
1168,450656.9087103172
1169,319210.53990386
1170,422279.2216534994
1171,373036.3379249637
1172,275272.34856240964
1173,383083.22947628045
1174,151854.9212350289
1175,182416.17258567814
1176,154194.90985227274
1177,247306.89604094528
1178,187009.72179022367
1179,149142.88253878066
1180,117003.13156376258
1181,221274.21120869403
1182,112823.3369444445
1183,140178.82642895298
1184,91101.81661616164
1185,90923.52187905845
1186,90895.64727092355
1187,141151.55690386012
1188,142248.90267406203
1189,130524.58424963921
1190,151498.35546446615
1191,410256.54501623387
1192,254844.53333534524
1193,296919.35258630954
1194,362937.9758650796
1195,308749.4324424601
1196,287930.55363338755
1197,277045.94811688317
1198,294303.2332550505
1199,352155.9278007757
1200,321295.65885317465
1201,341080.38131890347
1202,265079.1184540044
1203,271881.2579027779
1204,298692.0648740077
1205,279235.8855951479
1206,172651.3290471681
1207,176248.22932169915
1208,185832.84854797984
1209,274659.8306948051
1210,176344.4636966991
1211,189193.39849408926
1212,203832.70587427865
1213,204953.44461057006
1214,162564.2030707973
1215,184650.0540347223
1216,204145.7053961038
1217,263551.8803339646
1218,257606.9666646825
1219,274170.8079587428
1220,376656.4223859126
1221,305193.34780357144
1222,484105.39654238825
1223,298023.47349702386
1224,317614.96337355714
1225,251239.8584492244
1226,293642.48909181106
1227,218878.3805897367
1228,191108.17392072506
1229,421331.42222537915
1230,206723.85356132768
1231,129780.70857902514
1232,197337.14300315655
1233,130637.79030620765
1234,191382.61063943003
1235,181753.9602041846
1236,211825.09024540047
1237,202476.05180555567
1238,191006.5113111472
1239,179533.6024889971
1240,165204.61190523364
1241,136798.88717983395
1242,135388.7027666848
1243,149337.86486931817
1244,124418.09112905845
1245,119855.08509704185
1246,129681.32099693357
1247,133866.1013378427
1248,99622.02425541125
1249,120320.87737248858
1250,267482.1683428933
1251,348036.3403105158
1252,162735.57126021202
1253,152028.91758198742
1254,172873.0871011003
1255,148525.35910642816
1256,179772.1483581349
1257,218940.9805088383
1258,153415.51962012987
1259,157619.64634126986
1260,142463.00481980515
1261,166509.19187418825
1262,148612.8638748196
1263,122817.53408225108
1264,132345.3812690782
1265,139769.7945610293
1266,172830.80922258302
1267,163982.94170923514
1268,160403.45605808083
1269,143748.88593524526
1270,105777.42957196968
1271,122064.0605106699
1272,165304.74164772723
1273,154834.8045427489
1274,129134.93983495673
1275,156889.7957693903
1276,118671.26915584416
1277,143899.03795665444
1278,162455.50890048838
1279,138548.4781289682
1280,142100.62445075752
1281,153288.82693371206
1282,147031.67884164446
1283,140163.51224801585
1284,136937.4720725108
1285,135271.52641819982
1286,160780.80742171715
1287,127960.94666919194
1288,131095.91672549673
1289,135669.83966765882
1290,128655.6004059829
1291,222301.24829473294
1292,156297.19817172413
1293,272682.6624188312
1294,122831.45453841986
1295,111198.2000849567
1296,92471.49768452378
1297,97290.30604166668
1298,152239.75048845605
1299,171262.62509668124
1300,141654.6532449633
1301,140805.42147115385
1302,187075.24930465358
1303,153529.4486459234
1304,253871.35984758296
1305,144950.84866432176
1306,93765.68986423295
1307,136250.7529964826
1308,131818.3002036436
1309,134024.68472041845
1310,116976.90861273452
1311,110113.5825284091
1312,172818.73428472222
1313,140613.00487355707
1314,141573.07518398273
1315,133394.78202435066
1316,133735.5445719697
1317,91065.7698281024
1318,143527.8337342172
1319,106099.25569173892
1320,102166.91390034271
1321,101551.33616549424
1322,119364.25198538962
1323,125795.43608225099
1324,149032.34809839464
1325,87516.38788780662
1326,109930.45335362555
1327,102555.34433901515
1328,164048.46682242065
1329,93613.51495598844
1330,126118.311997655
1331,86989.58587662336
1332,162878.0458143037
1333,113803.34576298701
1334,116924.5045579004
1335,102317.23549242418
1336,209664.71605068535
1337,128799.65483558804
1338,121505.50484920637
1339,76210.9435335498
1340,116046.34747312406
1341,131433.91204103536
1342,175053.35156120278
1343,153402.32718867247
1344,102839.92049861245
1345,99851.57134027778
1346,139283.5248878066
1347,153373.325575487
1348,120980.92415584411
1349,132685.822100469
1350,166023.17354365086
1351,147064.09899476907
1352,199205.2043970058
1353,174263.2079993687
1354,109092.41819527005
1355,221606.76316035353
1356,151147.34718434347
1357,125428.84715277773
1358,149970.18162003963
1359,146645.1652435065
1360,114581.27522295764
1361,190061.2603473124
1362,332760.99167379143
1363,172829.3137549603
